Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Run Cadence,Max Run Cadence,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2021-08-24 17:23:58,false,"Reading Running","4.84","261","00:35:26","161","180","174","184","7:20","0:52","36","40","0.78","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:20.61","5","0.0","00:35:23","00:35:26","34","45"
Running,2021-08-23 17:08:37,false,"Reading Running","6.45","348","00:45:23","166","182","176","186","7:02","1:15","45","53","0.81","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","02:57.67.1","7","0.0","00:45:20","00:45:23","34","45"
Running,2021-08-21 12:05:03,false,"Reading Running","11.37","674","01:25:37","173","187","176","190","7:32","3:21","82","90","0.75","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","03:01.48.5","12","0.0","00:00:00","01:25:37","34","45"
Running,2021-08-20 16:05:38,false,"Reading Running","5.01","291","00:35:27","174","190","176","192","7:05","1:11","14","14","0.80","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.05.2","6","0.0","00:35:25","00:35:27","38","46"
Running,2021-08-17 18:54:14,false,"Reading Running","5.01","276","00:34:52","170","189","176","188","6:58","5:33","22","27","0.81","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.44.7","6","0.0","00:00:00","00:34:52","36","46"
Running,2021-08-16 17:18:10,false,"Reading Running","5.00","270","00:35:45","167","182","176","190","7:09","4:27","26","22","0.80","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:03.69.8","6","0.0","00:35:43","00:35:45","38","47"
Running,2021-08-12 18:51:49,false,"Reading Running","5.01","284","00:37:26","169","185","174","190","7:29","2:04","30","24","0.77","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:03.30.3","6","0.0","00:37:23","00:37:26","38","51"
Running,2021-08-11 17:54:10,false,"Reading Running","5.01","285","00:36:21","171","188","174","190","7:15","3:00","25","27","0.79","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:03.09.9","6","0.0","00:36:18","00:36:21","34","44"
Running,2021-08-10 19:06:43,false,"Reading Running","5.00","285","00:35:34","174","192","174","186","7:07","1:12","24","23","0.81","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:02.32.9","6","0.0","00:00:00","00:35:34","38","46"
Running,2021-08-07 11:47:23,false,"Reading Running","4.83","282","00:36:56","170","184","172","188","7:38","4:43","23","22","0.76","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","06:36.43","5","0.0","00:36:54","00:36:56","38","46"
Running,2021-07-19 18:36:41,false,"Reading Running","4.85","264","00:34:47","168","181","174","186","7:11","1:19","20","22","0.80","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:57.37.7","5","0.0","00:34:45","00:34:47","37","44"
Running,2021-07-17 12:24:29,false,"Reading Running","8.01","476","01:03:59","170","181","174","192","8:00","1:34","30","33","0.72","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:03.02.3","9","0.0","00:00:00","01:03:59","36","44"
Running,2021-07-13 18:01:40,false,"Reading Running","7.00","385","00:54:38","160","176","166","192","7:48","2:28","53","56","0.78","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:01.16.2","8","0.0","00:54:36","00:54:38","34","44"
Running,2021-07-12 18:07:56,false,"Reading Running","4.86","278","00:35:15","169","185","176","188","7:16","3:09","30","34","0.78","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","05:42.03.6","5","0.0","00:35:12","00:35:15","34","44"
Running,2021-07-10 12:44:41,false,"Reading Running","6.45","380","00:47:34","169","189","174","182","7:22","1:08","58","65","0.78","0.0","0.0","0","0","0","0.0","0","0","0.0","0.0","0","0","0","0:00","0.0","0:00","No","00:05.15.2","5","0.0","00:47:32","00:47:34","34","45"
